Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
30/5/2021,IN,India,SEARO,165553,27894805,3460,325972
31/5/2021,IN,India,SEARO,152734,28047539,3128,329100
1/6/2021,IN,India,SEARO,127510,28175049,2795,331895
2/6/2021,IN,India,SEARO,132788,28307837,3207,335102
3/6/2021,IN,India,SEARO,134154,28441991,2887,337989
4/6/2021,IN,India,SEARO,132364,28574355,2713,340702
5/6/2021,IN,India,SEARO,120529,28694884,3380,344082
6/6/2021,IN,India,SEARO,114460,28809344,2677,346759
7/6/2021,IN,India,SEARO,100636,28909980,2427,349186
8/6/2021,IN,India,SEARO,86498,28996478,2123,351309
9/6/2021,IN,India,SEARO,92596,29089074,2219,353528
10/6/2021,IN,India,SEARO,94052,29183126,6148,359676
11/6/2021,IN,India,SEARO,91702,29274828,3403,363079
12/6/2021,IN,India,SEARO,84332,29359160,4002,367081
13/6/2021,IN,India,SEARO,80834,29439994,3303,370384
14/6/2021,IN,India,SEARO,70421,29510415,3921,374305
15/6/2021,IN,India,SEARO,60471,29570886,2726,377031
16/6/2021,IN,India,SEARO,62224,29633110,2542,379573
17/6/2021,IN,India,SEARO,67208,29700318,2330,381903
18/6/2021,IN,India,SEARO,62480,29762798,1587,383490
19/6/2021,IN,India,SEARO,60753,29823551,1647,385137
20/6/2021,IN,India,SEARO,58419,29881970,1576,386713
21/6/2021,IN,India,SEARO,53256,29935226,1422,388135
22/6/2021,IN,India,SEARO,42640,29977866,1167,389302
23/6/2021,IN,India,SEARO,50848,30028714,1358,390660
24/6/2021,IN,India,SEARO,54069,30082783,1321,391981
25/6/2021,IN,India,SEARO,51667,30134450,1329,393310
26/6/2021,IN,India,SEARO,48698,30183148,1183,394493
27/6/2021,IN,India,SEARO,50040,30233188,1258,395751
28/6/2021,IN,India,SEARO,46148,30279336,979,396730
29/6/2021,IN,India,SEARO,37566,30316902,907,397637
30/6/2021,IN,India,SEARO,45951,30362853,817,398454
1/7/2021,IN,India,SEARO,48786,30411639,1005,399459
2/7/2021,IN,India,SEARO,46617,30458256,853,400312
3/7/2021,IN,India,SEARO,44111,30502367,738,401050
4/7/2021,IN,India,SEARO,43071,30545438,955,402005
5/7/2021,IN,India,SEARO,39796,30585234,723,402728
6/7/2021,IN,India,SEARO,34703,30619937,553,403281
7/7/2021,IN,India,SEARO,43733,30663670,930,404211
8/7/2021,IN,India,SEARO,45892,30709562,817,405028
9/7/2021,IN,India,SEARO,43393,30752955,911,405939
10/7/2021,IN,India,SEARO,42766,30795721,1206,407145
11/7/2021,IN,India,SEARO,41506,30837227,895,408040
12/7/2021,IN,India,SEARO,37154,30874381,724,408764
13/7/2021,IN,India,SEARO,32906,30907287,2020,410784
14/7/2021,IN,India,SEARO,38792,30946079,624,411408
15/7/2021,IN,India,SEARO,41806,30987885,581,411989
16/7/2021,IN,India,SEARO,38949,31026834,542,412531
17/7/2021,IN,India,SEARO,38079,31064913,560,413091
18/7/2021,IN,India,SEARO,41157,31106070,518,413609
19/7/2021,IN,India,SEARO,38164,31144234,499,414108
20/7/2021,IN,India,SEARO,30093,31174327,374,414482
21/7/2021,IN,India,SEARO,42015,31216342,3998,418480
22/7/2021,IN,India,SEARO,41383,31257725,507,418987
23/7/2021,IN,India,SEARO,35342,31293067,483,419470
24/7/2021,IN,India,SEARO,39097,31332164,546,420016
25/7/2021,IN,India,SEARO,39742,31371906,535,420551
26/7/2021,IN,India,SEARO,39361,31411267,416,420967
27/7/2021,IN,India,SEARO,29689,31440956,415,421382
28/7/2021,IN,India,SEARO,43654,31484610,640,422022
29/7/2021,IN,India,SEARO,43509,31528119,640,422662
30/7/2021,IN,India,SEARO,44230,31572349,555,423217
31/7/2021,IN,India,SEARO,41649,31613998,593,423810
1/8/2021,IN,India,SEARO,41831,31655829,541,424351
2/8/2021,IN,India,SEARO,40134,31695963,422,424773
3/8/2021,IN,India,SEARO,30549,31726512,422,425195
4/8/2021,IN,India,SEARO,42625,31769137,562,425757
5/8/2021,IN,India,SEARO,42982,31812119,533,426290
6/8/2021,IN,India,SEARO,44643,31856762,464,426754
7/8/2021,IN,India,SEARO,38628,31895390,617,427371
8/8/2021,IN,India,SEARO,39070,31934460,491,427862
9/8/2021,IN,India,SEARO,35499,31969959,447,428309
10/8/2021,IN,India,SEARO,28204,31998163,373,428682
11/8/2021,IN,India,SEARO,38353,32036516,497,429179
12/8/2021,IN,India,SEARO,41195,32077711,490,429669
13/8/2021,IN,India,SEARO,40120,32117831,585,430254
14/8/2021,IN,India,SEARO,38667,32156498,478,430732
15/8/2021,IN,India,SEARO,36083,32192581,493,431225
16/8/2021,IN,India,SEARO,32937,32225518,417,431642
17/8/2021,IN,India,SEARO,25166,32250684,437,432079
18/8/2021,IN,India,SEARO,35178,32285862,440,432519
19/8/2021,IN,India,SEARO,36401,32322263,530,433049
20/8/2021,IN,India,SEARO,36571,32358834,540,433589
21/8/2021,IN,India,SEARO,34457,32393291,375,433964
22/8/2021,IN,India,SEARO,30948,32424239,403,434367
23/8/2021,IN,India,SEARO,25072,32449311,389,434756
24/8/2021,IN,India,SEARO,25467,32474778,354,435110
25/8/2021,IN,India,SEARO,37593,32512371,648,435758
26/8/2021,IN,India,SEARO,46164,32558535,607,436365
27/8/2021,IN,India,SEARO,44658,32603193,496,436861
28/8/2021,IN,India,SEARO,46759,32649952,509,437370
29/8/2021,IN,India,SEARO,45083,32695035,460,437830
30/8/2021,IN,India,SEARO,42909,32737944,380,438210
31/8/2021,IN,India,SEARO,30941,32768885,350,438560
1/9/2021,IN,India,SEARO,41965,32810850,460,439020
2/9/2021,IN,India,SEARO,47092,32857942,509,439529
3/9/2021,IN,India,SEARO,45352,32903294,366,439895
4/9/2021,IN,India,SEARO,42618,32945912,330,440225
5/9/2021,IN,India,SEARO,42766,32988678,308,440533
6/9/2021,IN,India,SEARO,38948,33027626,219,440752
7/9/2021,IN,India,SEARO,31222,33058848,290,441042
8/9/2021,IN,India,SEARO,37875,33096723,369,441411
9/9/2021,IN,India,SEARO,43263,33139986,338,441749
10/9/2021,IN,India,SEARO,34973,33174959,260,442009
11/9/2021,IN,India,SEARO,33376,33208335,308,442317
12/9/2021,IN,India,SEARO,28591,33236926,338,442655
13/9/2021,IN,India,SEARO,27254,33264180,219,442874
14/9/2021,IN,India,SEARO,25404,33289584,339,443213
15/9/2021,IN,India,SEARO,27176,33316760,284,443497
16/9/2021,IN,India,SEARO,30570,33347330,431,443928
17/9/2021,IN,India,SEARO,34403,33381733,320,444248
18/9/2021,IN,India,SEARO,35662,33417395,281,444529
19/9/2021,IN,India,SEARO,30773,33448168,309,444838
20/9/2021,IN,India,SEARO,30256,33478424,295,445133
21/9/2021,IN,India,SEARO,26115,33504539,252,445385
22/9/2021,IN,India,SEARO,26964,33531503,383,445768
23/9/2021,IN,India,SEARO,31923,33563426,282,446050
24/9/2021,IN,India,SEARO,31382,33594808,318,446368
25/9/2021,IN,India,SEARO,29616,33624424,290,446658
26/9/2021,IN,India,SEARO,28326,33652750,260,446918
27/9/2021,IN,India,SEARO,26041,33678791,276,447194
28/9/2021,IN,India,SEARO,18795,33697586,179,447373
29/9/2021,IN,India,SEARO,18870,33716456,378,447751
30/9/2021,IN,India,SEARO,23529,33739985,311,448062
1/10/2021,IN,India,SEARO,26727,33766712,277,448339
2/10/2021,IN,India,SEARO,24354,33791066,234,448573
3/10/2021,IN,India,SEARO,22842,33813908,244,448817
4/10/2021,IN,India,SEARO,20799,33834707,180,448997
5/10/2021,IN,India,SEARO,18346,33853053,263,449260
6/10/2021,IN,India,SEARO,18833,33871886,278,449538
7/10/2021,IN,India,SEARO,22431,33894317,318,449856
8/10/2021,IN,India,SEARO,21257,33915574,271,450127
9/10/2021,IN,India,SEARO,19740,33935314,248,450375
10/10/2021,IN,India,SEARO,18166,33953480,214,450589
11/10/2021,IN,India,SEARO,18132,33971612,193,450782
12/10/2021,IN,India,SEARO,14313,33985925,181,450963
13/10/2021,IN,India,SEARO,15823,34001748,226,451189
14/10/2021,IN,India,SEARO,18987,34020735,246,451435
15/10/2021,IN,India,SEARO,16862,34037597,379,451814
16/10/2021,IN,India,SEARO,15981,34053578,166,451980
17/10/2021,IN,India,SEARO,14146,34067724,144,452124
18/10/2021,IN,India,SEARO,13596,34081320,166,452290
19/10/2021,IN,India,SEARO,13058,34094378,164,452454
20/10/2021,IN,India,SEARO,14623,34109001,197,452651
21/10/2021,IN,India,SEARO,18454,34127455,160,452811
22/10/2021,IN,India,SEARO,15786,34143241,231,453042
23/10/2021,IN,India,SEARO,16326,34159567,666,453708
24/10/2021,IN,India,SEARO,15906,34175473,561,454269
25/10/2021,IN,India,SEARO,14306,34189779,443,454712
26/10/2021,IN,India,SEARO,12428,34202207,356,455068
27/10/2021,IN,India,SEARO,13451,34215658,585,455653
28/10/2021,IN,India,SEARO,16156,34231814,733,456386
29/10/2021,IN,India,SEARO,14348,34246162,805,457191
30/10/2021,IN,India,SEARO,14313,34260475,549,457740
31/10/2021,IN,India,SEARO,12830,34273305,446,458186
1/11/2021,IN,India,SEARO,12514,34285819,251,458437
2/11/2021,IN,India,SEARO,10423,34296242,443,458880
3/11/2021,IN,India,SEARO,11903,34308145,311,459191
4/11/2021,IN,India,SEARO,12885,34321030,461,459652
5/11/2021,IN,India,SEARO,12729,34333759,221,459873
6/11/2021,IN,India,SEARO,10929,34344688,392,460265
7/11/2021,IN,India,SEARO,10853,34355541,526,460791
8/11/2021,IN,India,SEARO,11451,34366992,266,461057
9/11/2021,IN,India,SEARO,10126,34377118,332,461389
10/11/2021,IN,India,SEARO,11466,34388584,460,461849
11/11/2021,IN,India,SEARO,13091,34401675,340,462189
12/11/2021,IN,India,SEARO,12516,34414191,501,462690
13/11/2021,IN,India,SEARO,11850,34426041,555,463245
14/11/2021,IN,India,SEARO,11271,34437312,285,463530
15/11/2021,IN,India,SEARO,10229,34447541,125,463655
16/11/2021,IN,India,SEARO,8865,34456406,197,463852
17/11/2021,IN,India,SEARO,10197,34466603,301,464153
18/11/2021,IN,India,SEARO,11919,34478522,470,464623
19/11/2021,IN,India,SEARO,11106,34489628,459,465082
20/11/2021,IN,India,SEARO,10302,34499930,267,465349
21/11/2021,IN,India,SEARO,10488,34510418,313,465662
22/11/2021,IN,India,SEARO,8488,34518906,249,465911
23/11/2021,IN,India,SEARO,7579,34526485,236,466147
24/11/2021,IN,India,SEARO,9283,34535768,437,466584
25/11/2021,IN,India,SEARO,9119,34544887,396,466980
26/11/2021,IN,India,SEARO,10549,34555436,488,467468
27/11/2021,IN,India,SEARO,8318,34563754,465,467933
28/11/2021,IN,India,SEARO,8774,34572528,621,468554
29/11/2021,IN,India,SEARO,8309,34580837,236,468790
30/11/2021,IN,India,SEARO,6990,34587827,190,468980
1/12/2021,IN,India,SEARO,8954,34596781,267,469247
2/12/2021,IN,India,SEARO,9765,34606546,477,469724
3/12/2021,IN,India,SEARO,9216,34615762,391,470115
4/12/2021,IN,India,SEARO,8603,34624365,415,470530
5/12/2021,IN,India,SEARO,8895,34633260,2796,473326
6/12/2021,IN,India,SEARO,8306,34641566,211,473537
7/12/2021,IN,India,SEARO,6822,34648388,220,473757
8/12/2021,IN,India,SEARO,8439,34656827,195,473952
9/12/2021,IN,India,SEARO,9419,34666246,159,474111
10/12/2021,IN,India,SEARO,8503,34674749,624,474735
11/12/2021,IN,India,SEARO,7992,34682741,393,475128
12/12/2021,IN,India,SEARO,7774,34690515,306,475434
13/12/2021,IN,India,SEARO,7350,34697865,202,475636
14/12/2021,IN,India,SEARO,5784,34703649,252,475888
15/12/2021,IN,India,SEARO,6984,34710633,247,476135
16/12/2021,IN,India,SEARO,7974,34718607,343,476478
17/12/2021,IN,India,SEARO,7447,34726054,391,476869
18/12/2021,IN,India,SEARO,7145,34733199,289,477158
19/12/2021,IN,India,SEARO,7081,34740280,264,477422
20/12/2021,IN,India,SEARO,6563,34746843,132,477554
21/12/2021,IN,India,SEARO,5326,34752169,453,478007
22/12/2021,IN,India,SEARO,6317,34758486,318,478325
23/12/2021,IN,India,SEARO,7495,34765981,434,478759
24/12/2021,IN,India,SEARO,6650,34772631,374,479133
25/12/2021,IN,India,SEARO,7189,34779820,387,479520
26/12/2021,IN,India,SEARO,6987,34786807,162,479682
27/12/2021,IN,India,SEARO,6531,34793338,315,479997
28/12/2021,IN,India,SEARO,6358,34799696,293,480290
29/12/2021,IN,India,SEARO,9195,34808891,302,480592
30/12/2021,IN,India,SEARO,13154,34822045,268,480860
31/12/2021,IN,India,SEARO,16764,34838809,220,481080
1/1/2022,IN,India,SEARO,22775,34861584,406,481486
2/1/2022,IN,India,SEARO,27553,34889137,284,481770
3/1/2022,IN,India,SEARO,33750,34922887,123,481893
4/1/2022,IN,India,SEARO,37379,34960266,124,482017
5/1/2022,IN,India,SEARO,58097,35018363,534,482551
6/1/2022,IN,India,SEARO,90928,35109291,325,482876
7/1/2022,IN,India,SEARO,117100,35226391,302,483178
8/1/2022,IN,India,SEARO,141986,35368377,285,483463
9/1/2022,IN,India,SEARO,159632,35528009,327,483790
10/1/2022,IN,India,SEARO,179723,35707732,146,483936
11/1/2022,IN,India,SEARO,168063,35875795,277,484213
12/1/2022,IN,India,SEARO,194720,36070515,442,484655
13/1/2022,IN,India,SEARO,247417,36317932,380,485035
14/1/2022,IN,India,SEARO,264202,36582134,315,485350
15/1/2022,IN,India,SEARO,268833,36850967,402,485752
16/1/2022,IN,India,SEARO,271202,37122169,314,486066
17/1/2022,IN,India,SEARO,258089,37380258,385,486451
18/1/2022,IN,India,SEARO,238018,37618276,310,486761
19/1/2022,IN,India,SEARO,282970,37901246,441,487202
20/1/2022,IN,India,SEARO,317532,38218778,491,487693
21/1/2022,IN,India,SEARO,347254,38566032,703,488396
22/1/2022,IN,India,SEARO,337704,38903736,488,488884
23/1/2022,IN,India,SEARO,333533,39237269,525,489409
24/1/2022,IN,India,SEARO,306064,39543333,439,489848
25/1/2022,IN,India,SEARO,255874,39799207,614,490462
26/1/2022,IN,India,SEARO,285914,40085121,665,491127
27/1/2022,IN,India,SEARO,286384,40371505,573,491700
28/1/2022,IN,India,SEARO,251209,40622714,627,492327
29/1/2022,IN,India,SEARO,235532,40858246,871,493198
30/1/2022,IN,India,SEARO,234281,41092527,893,494091
31/1/2022,IN,India,SEARO,209918,41302445,959,495050
1/2/2022,IN,India,SEARO,167059,41469504,1192,496242
2/2/2022,IN,India,SEARO,161386,41630890,1733,497975
3/2/2022,IN,India,SEARO,172433,41803323,1008,498983
4/2/2022,IN,India,SEARO,149394,41952717,1072,500055
5/2/2022,IN,India,SEARO,127952,42080669,1059,501114
6/2/2022,IN,India,SEARO,107474,42188143,865,501979
7/2/2022,IN,India,SEARO,83876,42272019,895,502874
8/2/2022,IN,India,SEARO,67597,42339616,1188,504062
9/2/2022,IN,India,SEARO,71365,42410981,1217,505279
10/2/2022,IN,India,SEARO,67084,42478065,1241,506520
11/2/2022,IN,India,SEARO,58077,42536142,657,507177
12/2/2022,IN,India,SEARO,50407,42586549,804,507981
13/2/2022,IN,India,SEARO,44877,42631426,684,508665
14/2/2022,IN,India,SEARO,34113,42665539,346,509011
15/2/2022,IN,India,SEARO,27409,42692948,347,509358
16/2/2022,IN,India,SEARO,30615,42723563,514,509872
17/2/2022,IN,India,SEARO,30757,42754320,541,510413
18/2/2022,IN,India,SEARO,25920,42780240,492,510905
19/2/2022,IN,India,SEARO,22270,42802510,325,511230
20/2/2022,IN,India,SEARO,19968,42822478,673,511903
21/2/2022,IN,India,SEARO,16051,42838529,206,512109
22/2/2022,IN,India,SEARO,13405,42851934,235,512344
23/2/2022,IN,India,SEARO,15102,42867036,278,512622
24/2/2022,IN,India,SEARO,14148,42881184,302,512924
25/2/2022,IN,India,SEARO,13166,42894350,302,513226
26/2/2022,IN,India,SEARO,11499,42905849,255,513481
27/2/2022,IN,India,SEARO,10273,42916122,243,513724
28/2/2022,IN,India,SEARO,8013,42924135,119,513843
1/3/2022,IN,India,SEARO,6915,42931050,180,514023
2/3/2022,IN,India,SEARO,7554,42938604,223,514246
3/3/2022,IN,India,SEARO,6561,42945165,142,514388
4/3/2022,IN,India,SEARO,6396,42951561,201,514589
5/3/2022,IN,India,SEARO,5921,42957482,289,514878
6/3/2022,IN,India,SEARO,5476,42962958,158,515036
7/3/2022,IN,India,SEARO,4362,42967320,66,515102
8/3/2022,IN,India,SEARO,3993,42971313,108,515210
9/3/2022,IN,India,SEARO,4575,42975888,145,515355
10/3/2022,IN,India,SEARO,4184,42980072,104,515459
11/3/2022,IN,India,SEARO,4194,42984266,255,515714
12/3/2022,IN,India,SEARO,3614,42987880,89,515803
13/3/2022,IN,India,SEARO,3116,42990996,47,515850
14/3/2022,IN,India,SEARO,2503,42993499,27,515877
15/3/2022,IN,India,SEARO,2568,42996067,97,515974
16/3/2022,IN,India,SEARO,2876,42998943,98,516072
17/3/2022,IN,India,SEARO,2539,43001482,60,516132
18/3/2022,IN,India,SEARO,2528,43004010,149,516281
19/3/2022,IN,India,SEARO,2075,43006085,71,516352
20/3/2022,IN,India,SEARO,1761,43007846,127,516479
21/3/2022,IN,India,SEARO,1549,43009395,31,516510
22/3/2022,IN,India,SEARO,1581,43010976,33,516543
23/3/2022,IN,India,SEARO,1778,43012754,62,516605
24/3/2022,IN,India,SEARO,1938,43014692,67,516672
25/3/2022,IN,India,SEARO,1685,43016377,83,516755
26/3/2022,IN,India,SEARO,1660,43018037,4100,520855
27/3/2022,IN,India,SEARO,1421,43019458,149,521004
28/3/2022,IN,India,SEARO,1270,43020728,31,521035
29/3/2022,IN,India,SEARO,1259,43021987,35,521070
30/3/2022,IN,India,SEARO,1233,43023220,31,521101
31/3/2022,IN,India,SEARO,1225,43024445,28,521129
1/4/2022,IN,India,SEARO,1335,43025780,52,521181
2/4/2022,IN,India,SEARO,1260,43027040,83,521264
3/4/2022,IN,India,SEARO,1096,43028136,81,521345
4/4/2022,IN,India,SEARO,913,43029049,13,521358
5/4/2022,IN,India,SEARO,795,43029844,58,521416
6/4/2022,IN,India,SEARO,1086,43030930,71,521487
7/4/2022,IN,India,SEARO,1033,43031963,43,521530
8/4/2022,IN,India,SEARO,1109,43033072,43,521573
9/4/2022,IN,India,SEARO,1150,43034222,83,521656
10/4/2022,IN,India,SEARO,1054,43035276,29,521685
11/4/2022,IN,India,SEARO,861,43036137,6,521691
12/4/2022,IN,India,SEARO,796,43036933,19,521710
13/4/2022,IN,India,SEARO,1088,43038021,26,521736
14/4/2022,IN,India,SEARO,1007,43039028,1,521737
15/4/2022,IN,India,SEARO,949,43039977,6,521743
16/4/2022,IN,India,SEARO,975,43040952,4,521747
17/4/2022,IN,India,SEARO,1150,43042102,4,521751
18/4/2022,IN,India,SEARO,2183,43044285,214,521965
19/4/2022,IN,India,SEARO,1247,43045532,1,521966
20/4/2022,IN,India,SEARO,2067,43047599,40,522006
21/4/2022,IN,India,SEARO,2380,43049979,56,522062
22/4/2022,IN,India,SEARO,2451,43052430,54,522116
23/4/2022,IN,India,SEARO,2527,43054957,33,522149
24/4/2022,IN,India,SEARO,2593,43057550,44,522193
25/4/2022,IN,India,SEARO,2541,43060091,30,522223
26/4/2022,IN,India,SEARO,2483,43062574,1399,523622
27/4/2022,IN,India,SEARO,2927,43065501,32,523654
28/4/2022,IN,India,SEARO,3303,43068804,39,523693
29/4/2022,IN,India,SEARO,3377,43072181,60,523753
30/4/2022,IN,India,SEARO,3688,43075869,50,523803
1/5/2022,IN,India,SEARO,3324,43079193,40,523843
2/5/2022,IN,India,SEARO,3157,43082350,26,523869
3/5/2022,IN,India,SEARO,2568,43084918,20,523889
4/5/2022,IN,India,SEARO,3205,43088123,31,523920
5/5/2022,IN,India,SEARO,3275,43091398,55,523975
6/5/2022,IN,India,SEARO,3545,43094943,27,524002
7/5/2022,IN,India,SEARO,3805,43098748,22,524024
8/5/2022,IN,India,SEARO,3451,43102199,40,524064
9/5/2022,IN,India,SEARO,3207,43105406,29,524093
10/5/2022,IN,India,SEARO,2288,43107694,10,524103
11/5/2022,IN,India,SEARO,2897,43110591,54,524157
12/5/2022,IN,India,SEARO,2827,43113418,24,524181
13/5/2022,IN,India,SEARO,2841,43116259,9,524190
14/5/2022,IN,India,SEARO,2858,43119117,11,524201
15/5/2022,IN,India,SEARO,2487,43121604,13,524214
16/5/2022,IN,India,SEARO,2202,43123806,27,524241
17/5/2022,IN,India,SEARO,1569,43125375,19,524260
18/5/2022,IN,India,SEARO,1829,43127204,33,524293
19/5/2022,IN,India,SEARO,2364,43129568,10,524303
20/5/2022,IN,India,SEARO,2259,43131827,20,524323
21/5/2022,IN,India,SEARO,2323,43134150,25,524348
22/5/2022,IN,India,SEARO,2226,43136376,65,524413
23/5/2022,IN,India,SEARO,2022,43138398,46,524459
24/5/2022,IN,India,SEARO,1675,43140073,31,524490
25/5/2022,IN,India,SEARO,2124,43142197,17,524507
26/5/2022,IN,India,SEARO,2628,43144825,18,524525
27/5/2022,IN,India,SEARO,2710,43147535,14,524539
28/5/2022,IN,India,SEARO,2685,43150220,33,524572
29/5/2022,IN,India,SEARO,2828,43153048,14,524586
30/5/2022,IN,India,SEARO,2706,43155754,25,524611
31/5/2022,IN,India,SEARO,2338,43158092,19,524630
1/6/2022,IN,India,SEARO,2745,43160837,6,524636
2/6/2022,IN,India,SEARO,3712,43164549,5,524641
3/6/2022,IN,India,SEARO,4041,43168590,10,524651
4/6/2022,IN,India,SEARO,3962,43172552,26,524677
5/6/2022,IN,India,SEARO,4270,43176822,15,524692
6/6/2022,IN,India,SEARO,4518,43181340,9,524701
7/6/2022,IN,India,SEARO,3714,43185054,7,524708
8/6/2022,IN,India,SEARO,5233,43190287,7,524715
9/6/2022,IN,India,SEARO,7240,43197527,8,524723
10/6/2022,IN,India,SEARO,7584,43205111,24,524747
11/6/2022,IN,India,SEARO,8329,43213440,10,524757
12/6/2022,IN,India,SEARO,8582,43222022,4,524761
13/6/2022,IN,India,SEARO,8084,43230106,10,524771
14/6/2022,IN,India,SEARO,6594,43236700,6,524777
15/6/2022,IN,India,SEARO,8822,43245522,15,524792
16/6/2022,IN,India,SEARO,12213,43257735,11,524803
17/6/2022,IN,India,SEARO,12847,43270582,14,524817
18/6/2022,IN,India,SEARO,13216,43283798,23,524840
19/6/2022,IN,India,SEARO,12899,43296697,15,524855
20/6/2022,IN,India,SEARO,12781,43309478,18,524873
21/6/2022,IN,India,SEARO,9923,43319401,17,524890
22/6/2022,IN,India,SEARO,12249,43331650,13,524903
23/6/2022,IN,India,SEARO,13313,43344963,38,524941
24/6/2022,IN,India,SEARO,17336,43362299,13,524954
25/6/2022,IN,India,SEARO,15940,43378239,20,524974
26/6/2022,IN,India,SEARO,11739,43389978,25,524999
27/6/2022,IN,India,SEARO,17073,43407051,21,525020
28/6/2022,IN,India,SEARO,11793,43418844,27,525047
29/6/2022,IN,India,SEARO,14506,43433350,30,525077
30/6/2022,IN,India,SEARO,18819,43452169,39,525116
1/7/2022,IN,India,SEARO,17070,43469239,23,525139
2/7/2022,IN,India,SEARO,17092,43486331,29,525168
3/7/2022,IN,India,SEARO,16103,43502434,31,525199
4/7/2022,IN,India,SEARO,16135,43518569,24,525223
5/7/2022,IN,India,SEARO,13086,43531655,19,525242
6/7/2022,IN,India,SEARO,16159,43547814,28,525270
7/7/2022,IN,India,SEARO,18930,43566744,35,525305
8/7/2022,IN,India,SEARO,18815,43585559,38,525343
9/7/2022,IN,India,SEARO,18840,43604399,43,525386
10/7/2022,IN,India,SEARO,18257,43622656,42,525428
11/7/2022,IN,India,SEARO,16678,43639334,26,525454
12/7/2022,IN,India,SEARO,13615,43652949,20,525474
13/7/2022,IN,India,SEARO,16906,43669855,45,525519
14/7/2022,IN,India,SEARO,20139,43689994,38,525557
15/7/2022,IN,India,SEARO,20038,43710032,47,525604
16/7/2022,IN,India,SEARO,20044,43730076,56,525660
17/7/2022,IN,India,SEARO,20528,43750604,49,525709
18/7/2022,IN,India,SEARO,16935,43767539,51,525760
19/7/2022,IN,India,SEARO,15528,43783067,25,525785
20/7/2022,IN,India,SEARO,20557,43803624,40,525825
21/7/2022,IN,India,SEARO,21566,43825190,45,525870
22/7/2022,IN,India,SEARO,21880,43847070,60,525930
23/7/2022,IN,India,SEARO,21411,43868481,67,525997
24/7/2022,IN,India,SEARO,20279,43888760,36,526033
25/7/2022,IN,India,SEARO,16866,43905626,41,526074
26/7/2022,IN,India,SEARO,14830,43920456,36,526110
27/7/2022,IN,India,SEARO,18313,43938769,57,526167
28/7/2022,IN,India,SEARO,20557,43959326,45,526212
29/7/2022,IN,India,SEARO,20409,43979735,46,526258
30/7/2022,IN,India,SEARO,20408,44000143,54,526312
31/7/2022,IN,India,SEARO,19673,44019816,45,526357
1/8/2022,IN,India,SEARO,16464,44036280,39,526396
2/8/2022,IN,India,SEARO,13734,44050014,34,526430
3/8/2022,IN,India,SEARO,17135,44067149,47,526477
4/8/2022,IN,India,SEARO,19893,44087042,53,526530
5/8/2022,IN,India,SEARO,20551,44107593,70,526600
6/8/2022,IN,India,SEARO,19406,44126999,49,526649
7/8/2022,IN,India,SEARO,18738,44145737,40,526689
8/8/2022,IN,India,SEARO,16167,44161904,41,526730
9/8/2022,IN,India,SEARO,12751,44174655,42,526772
10/8/2022,IN,India,SEARO,16047,44190702,54,526826
11/8/2022,IN,India,SEARO,16299,44207001,53,526879
12/8/2022,IN,India,SEARO,16561,44223562,49,526928
13/8/2022,IN,India,SEARO,15815,44239377,68,526996
14/8/2022,IN,India,SEARO,14092,44253469,41,527037
15/8/2022,IN,India,SEARO,14917,44268386,32,527069
16/8/2022,IN,India,SEARO,8813,44277199,29,527098
17/8/2022,IN,India,SEARO,9062,44286261,36,527134
18/8/2022,IN,India,SEARO,12608,44298869,72,527206
19/8/2022,IN,India,SEARO,15754,44314623,47,527253
20/8/2022,IN,India,SEARO,13272,44327895,36,527289
21/8/2022,IN,India,SEARO,11539,44339434,43,527332
22/8/2022,IN,India,SEARO,9531,44348965,36,527368
23/8/2022,IN,India,SEARO,8586,44357551,48,527416
24/8/2022,IN,India,SEARO,10649,44368200,36,527452
25/8/2022,IN,India,SEARO,10725,44378925,36,527488
26/8/2022,IN,India,SEARO,10256,44389181,68,527556
27/8/2022,IN,India,SEARO,9520,44398701,41,527597
28/8/2022,IN,India,SEARO,9436,44408137,157,527754
29/8/2022,IN,India,SEARO,7591,44415728,45,527799
30/8/2022,IN,India,SEARO,5439,44421167,30,527829
31/8/2022,IN,India,SEARO,7231,44428398,45,527874
1/9/2022,IN,India,SEARO,7946,44436344,37,527911
2/9/2022,IN,India,SEARO,6168,44442512,21,527932
3/9/2022,IN,India,SEARO,7211,44449723,25,527957
4/9/2022,IN,India,SEARO,6817,44456540,34,527991
5/9/2022,IN,India,SEARO,5910,44462450,16,528007
6/9/2022,IN,India,SEARO,4417,44466867,23,528030
7/9/2022,IN,India,SEARO,5379,44472246,27,528057
8/9/2022,IN,India,SEARO,6395,44478641,33,528090
9/9/2022,IN,India,SEARO,6093,44484734,31,528121
10/9/2022,IN,India,SEARO,5554,44490288,18,528139
11/9/2022,IN,India,SEARO,5076,44495364,11,528150
12/9/2022,IN,India,SEARO,5221,44500585,15,528165
13/9/2022,IN,India,SEARO,4369,44504954,20,528185
14/9/2022,IN,India,SEARO,5108,44510062,31,528216
15/9/2022,IN,India,SEARO,6422,44516484,34,528250
16/9/2022,IN,India,SEARO,6298,44522782,23,528273
17/9/2022,IN,India,SEARO,5747,44528529,29,528302
18/9/2022,IN,India,SEARO,5664,44534193,35,528337
19/9/2022,IN,India,SEARO,4858,44539051,18,528355
20/9/2022,IN,India,SEARO,4043,44543094,15,528370
