Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
21/9/2022,IN,India,SEARO,4510,44547604,33,528403
22/9/2022,IN,India,SEARO,5443,44553047,26,528429
23/9/2022,IN,India,SEARO,5383,44558430,20,528449
24/9/2022,IN,India,SEARO,4912,44563342,38,528487
25/9/2022,IN,India,SEARO,4777,44568119,23,528510
26/9/2022,IN,India,SEARO,4129,44572248,20,528530
27/9/2022,IN,India,SEARO,3230,44575478,32,528562
28/9/2022,IN,India,SEARO,3615,44579093,22,528584
29/9/2022,IN,India,SEARO,4272,44583365,27,528611
30/9/2022,IN,India,SEARO,3947,44587312,18,528629
1/10/2022,IN,India,SEARO,3805,44591117,26,528655
2/10/2022,IN,India,SEARO,3375,44594492,18,528673
3/10/2022,IN,India,SEARO,3011,44597503,28,528701
4/10/2022,IN,India,SEARO,1968,44599471,15,528716
5/10/2022,IN,India,SEARO,2468,44601939,17,528733
6/10/2022,IN,India,SEARO,2529,44604468,12,528745
7/10/2022,IN,India,SEARO,1997,44606465,9,528754
8/10/2022,IN,India,SEARO,2797,44609262,24,528778
9/10/2022,IN,India,SEARO,2756,44612018,21,528799
10/10/2022,IN,India,SEARO,2424,44614442,15,528814
11/10/2022,IN,India,SEARO,1957,44616399,8,528822
12/10/2022,IN,India,SEARO,2139,44618538,13,528835
13/10/2022,IN,India,SEARO,2786,44621324,12,528847
14/10/2022,IN,India,SEARO,2678,44624002,10,528857
15/10/2022,IN,India,SEARO,2430,44626432,17,528874
16/10/2022,IN,India,SEARO,2401,44628833,21,528895
17/10/2022,IN,India,SEARO,2060,44630893,10,528905
18/10/2022,IN,India,SEARO,1542,44632435,8,528913
19/10/2022,IN,India,SEARO,1946,44634381,10,528923
20/10/2022,IN,India,SEARO,2141,44636522,20,528943
21/10/2022,IN,India,SEARO,2119,44638641,10,528953
22/10/2022,IN,India,SEARO,2112,44640753,4,528957
23/10/2022,IN,India,SEARO,1994,44642747,4,528961
24/10/2022,IN,India,SEARO,1334,44644081,16,528977
25/10/2022,IN,India,SEARO,862,44644943,3,528980
26/10/2022,IN,India,SEARO,830,44645773,1,528981
27/10/2022,IN,India,SEARO,1112,44646885,6,528987
28/10/2022,IN,India,SEARO,2208,44649093,12,528999
29/10/2022,IN,India,SEARO,1574,44650667,9,529008
30/10/2022,IN,India,SEARO,1604,44652271,8,529016
31/10/2022,IN,India,SEARO,1326,44653597,8,529024
1/11/2022,IN,India,SEARO,1046,44654643,53,529077
2/11/2022,IN,India,SEARO,1190,44655833,1375,530452
3/11/2022,IN,India,SEARO,1321,44657154,9,530461
4/11/2022,IN,India,SEARO,1216,44658370,18,530479
5/11/2022,IN,India,SEARO,1082,44659452,7,530486
6/11/2022,IN,India,SEARO,1132,44660584,14,530500
7/11/2022,IN,India,SEARO,937,44661521,9,530509
8/11/2022,IN,India,SEARO,625,44662146,0,530509
9/11/2022,IN,India,SEARO,811,44662957,2,530511
10/11/2022,IN,India,SEARO,1016,44663973,3,530514
11/11/2022,IN,India,SEARO,842,44664815,6,530520
12/11/2022,IN,India,SEARO,833,44665648,8,530528
13/11/2022,IN,India,SEARO,734,44666382,3,530531
14/11/2022,IN,India,SEARO,547,44666929,1,530532
15/11/2022,IN,India,SEARO,0,44666929,1,530533
16/11/2022,IN,India,SEARO,501,44667430,2,530535
17/11/2022,IN,India,SEARO,635,44668065,11,530546
18/11/2022,IN,India,SEARO,656,44668721,7,530553
19/11/2022,IN,India,SEARO,556,44669277,17,530570
20/11/2022,IN,India,SEARO,492,44669769,4,530574
21/11/2022,IN,India,SEARO,406,44670175,12,530586
22/11/2022,IN,India,SEARO,294,44670469,5,530591
23/11/2022,IN,India,SEARO,360,44670829,5,530596
24/11/2022,IN,India,SEARO,408,44671237,5,530601
25/11/2022,IN,India,SEARO,347,44671584,3,530604
26/11/2022,IN,India,SEARO,389,44671973,4,530608
27/11/2022,IN,India,SEARO,343,44672316,4,530612
28/11/2022,IN,India,SEARO,291,44672607,2,530614
29/11/2022,IN,India,SEARO,215,44672822,1,530615
30/11/2022,IN,India,SEARO,279,44673101,5,530620
1/12/2022,IN,India,SEARO,291,44673392,2,530622
2/12/2022,IN,India,SEARO,275,44673667,2,530624
3/12/2022,IN,India,SEARO,253,44673920,3,530627
4/12/2022,IN,India,SEARO,226,44674146,1,530628
5/12/2022,IN,India,SEARO,226,44674372,2,530630
6/12/2022,IN,India,SEARO,165,44674537,3,530633
7/12/2022,IN,India,SEARO,166,44674703,5,530638
8/12/2022,IN,India,SEARO,241,44674944,9,530647
9/12/2022,IN,India,SEARO,249,44675193,6,530653
10/12/2022,IN,India,SEARO,210,44675403,1,530654
11/12/2022,IN,India,SEARO,173,44675576,4,530658
12/12/2022,IN,India,SEARO,159,44675735,0,530658
13/12/2022,IN,India,SEARO,114,44675849,0,530658
14/12/2022,IN,India,SEARO,152,44676001,0,530658
15/12/2022,IN,India,SEARO,200,44676201,5,530663
16/12/2022,IN,India,SEARO,162,44676363,0,530663
17/12/2022,IN,India,SEARO,167,44676530,4,530667
18/12/2022,IN,India,SEARO,176,44676706,5,530672
19/12/2022,IN,India,SEARO,135,44676841,2,530674
20/12/2022,IN,India,SEARO,112,44676953,3,530677
21/12/2022,IN,India,SEARO,131,44677084,3,530680
22/12/2022,IN,India,SEARO,185,44677269,1,530681
23/12/2022,IN,India,SEARO,163,44677432,9,530690
24/12/2022,IN,India,SEARO,201,44677633,1,530691
25/12/2022,IN,India,SEARO,227,44677860,2,530693
26/12/2022,IN,India,SEARO,196,44678056,2,530695
27/12/2022,IN,India,SEARO,157,44678213,1,530696
28/12/2022,IN,India,SEARO,188,44678401,0,530696
29/12/2022,IN,India,SEARO,268,44678669,2,530698
30/12/2022,IN,India,SEARO,243,44678912,1,530699
31/12/2022,IN,India,SEARO,226,44679138,3,530702
